chrM	0	417	16571	0.0251644
chrM	1	16154	16571	0.974836
chr1	0	249151322	249250621	0.999602
chr1	1	99299	249250621	0.00039839
chr2	0	243130738	243199373	0.999718
chr2	1	68635	243199373	0.000282217
chr3	0	197970689	198022430	0.999739
chr3	1	51741	198022430	0.000261289
chr4	0	191112923	191154276	0.999784
chr4	1	41353	191154276	0.000216333
chr5	0	180860010	180915260	0.999695
chr5	1	55250	180915260	0.000305392
chr6	0	171053511	171115067	0.99964
chr6	1	61556	171115067	0.000359735
chr7	0	159087707	159138663	0.99968
chr7	1	50956	159138663	0.000320199
chr8	0	146326959	146364022	0.999747
chr8	1	37063	146364022	0.000253225
chr9	0	141173561	141213431	0.999718
chr9	1	39870	141213431	0.000282339
chr10	0	135499915	135534747	0.999743
chr10	1	34832	135534747	0.000256997
chr11	0	134961488	135006516	0.999667
chr11	1	45028	135006516	0.000333525
chr12	0	133806687	133851895	0.999662
chr12	1	45208	133851895	0.000337746
chr13	0	115148634	115169878	0.999816
chr13	1	21244	115169878	0.000184458
chr14	0	107316160	107349540	0.999689
chr14	1	33380	107349540	0.000310947
chr15	0	102498921	102531392	0.999683
chr15	1	32471	102531392	0.000316693
chr16	0	90313466	90354753	0.999543
chr16	1	41287	90354753	0.000456943
chr17	0	81145734	81195210	0.999391
chr17	1	49476	81195210	0.000609346
chr18	0	78060510	78077248	0.999786
chr18	1	16738	78077248	0.000214377
chr19	0	59090384	59128983	0.999347
chr19	1	38599	59128983	0.000652793
chr20	0	63004747	63025520	0.99967
chr20	1	20773	63025520	0.000329597
chr21	0	48119941	48129895	0.999793
chr21	1	9954	48129895	0.000206815
chr22	0	51286136	51304566	0.999641
chr22	1	18430	51304566	0.000359227
chrX	0	155232530	155270560	0.999755
chrX	1	38030	155270560	0.000244927
chrY	0	59367483	59373566	0.999898
chrY	1	6083	59373566	0.000102453
chr1_gl000191_random	0	106350	106433	0.99922
chr1_gl000191_random	1	83	106433	0.000779833
chr1_gl000192_random	0	547293	547496	0.999629
chr1_gl000192_random	1	203	547496	0.000370779
chr4_ctg9_hap1	0	590319	590426	0.999819
chr4_ctg9_hap1	1	107	590426	0.000181225
chr4_gl000193_random	0	189769	189789	0.999895
chr4_gl000193_random	1	20	189789	0.00010538
chr4_gl000194_random	0	191217	191469	0.998684
chr4_gl000194_random	1	252	191469	0.00131614
chr6_apd_hap1	0	4618354	4622290	0.999148
chr6_apd_hap1	1	3936	4622290	0.000851526
chr6_cox_hap2	0	4786583	4795371	0.998167
chr6_cox_hap2	1	8788	4795371	0.0018326
chr6_dbb_hap3	0	4603619	4610396	0.99853
chr6_dbb_hap3	1	6777	4610396	0.00146994
chr6_mann_hap4	0	4676507	4683263	0.998557
chr6_mann_hap4	1	6756	4683263	0.00144258
chr6_mcf_hap5	0	4826526	4833398	0.998578
chr6_mcf_hap5	1	6872	4833398	0.00142177
chr6_qbl_hap6	0	4604270	4611984	0.998327
chr6_qbl_hap6	1	7714	4611984	0.0016726
chr6_ssto_hap7	0	4921312	4928567	0.998528
chr6_ssto_hap7	1	7255	4928567	0.00147203
chr7_gl000195_random	0	182807	182896	0.999513
chr7_gl000195_random	1	89	182896	0.000486615
chr8_gl000196_random	0	38875	38914	0.998998
chr8_gl000196_random	1	39	38914	0.00100221
chr9_gl000198_random	0	90063	90085	0.999756
chr9_gl000198_random	1	22	90085	0.000244214
chr9_gl000199_random	0	169711	169874	0.99904
chr9_gl000199_random	1	163	169874	0.000959535
chr11_gl000202_random	0	40074	40103	0.999277
chr11_gl000202_random	1	29	40103	0.000723138
chr17_ctg5_hap1	0	1679622	1680828	0.999282
chr17_ctg5_hap1	1	1206	1680828	0.000717504
chr17_gl000205_random	0	174286	174588	0.99827
chr17_gl000205_random	1	302	174588	0.00172979
chr19_gl000209_random	0	159150	159169	0.999881
chr19_gl000209_random	1	19	159169	0.00011937
chrUn_gl000211	0	166393	166566	0.998961
chrUn_gl000211	1	173	166566	0.00103863
chrUn_gl000212	0	186839	186858	0.999898
chrUn_gl000212	1	19	186858	0.000101681
chrUn_gl000213	0	164183	164239	0.999659
chrUn_gl000213	1	56	164239	0.000340967
chrUn_gl000214	0	137658	137718	0.999564
chrUn_gl000214	1	60	137718	0.000435673
chrUn_gl000215	0	172507	172545	0.99978
chrUn_gl000215	1	38	172545	0.000220232
chrUn_gl000216	0	172219	172294	0.999565
chrUn_gl000216	1	75	172294	0.000435302
chrUn_gl000217	0	172100	172149	0.999715
chrUn_gl000217	1	49	172149	0.000284637
chrUn_gl000218	0	160876	161147	0.998318
chrUn_gl000218	1	271	161147	0.00168169
chrUn_gl000219	0	178909	179198	0.998387
chrUn_gl000219	1	289	179198	0.00161274
chrUn_gl000220	0	140517	161802	0.86845
chrUn_gl000220	1	21285	161802	0.13155
chrUn_gl000221	0	155339	155397	0.999627
chrUn_gl000221	1	58	155397	0.000373238
chrUn_gl000222	0	186779	186861	0.999561
chrUn_gl000222	1	82	186861	0.000438829
chrUn_gl000223	0	180354	180455	0.99944
chrUn_gl000223	1	101	180455	0.000559696
chrUn_gl000224	0	179620	179693	0.999594
chrUn_gl000224	1	73	179693	0.000406248
chrUn_gl000225	0	211148	211173	0.999882
chrUn_gl000225	1	25	211173	0.000118386
chrUn_gl000227	0	128348	128374	0.999797
chrUn_gl000227	1	26	128374	0.000202533
chrUn_gl000228	0	129096	129120	0.999814
chrUn_gl000228	1	24	129120	0.000185874
chrUn_gl000229	0	18886	19913	0.948426
